"train_id","train_number","seq_number","sttn_code","wtt_dprt_time","wtt_arvl_time","ptt_dprt_time","ptt_arvl_time","day_of_run","run_time","intr_dist","cum_dist","zone_code","dvsn_code","loco_change_point","loco_traction_change","block_section_speed","wtt_dprt_time_sec","wtt_arvl_time_sec","ptt_dprt_time_sec","ptt_arvl_time_sec"
829917,"12488",38,"BDN","11:46","11:46","00:00","00:00","1,1,1,1,1,1,1","255.00","9.06","253.09","NCR","PRYJ",NULL,"N",130,42375,42375,0,0
829917,"12488",39,"BBL","11:51","11:51","00:00","00:00","1,1,1,1,1,1,1","315.00","10.74","263.83","NCR","PRYJ",NULL,"N",130,42690,42690,0,0
829917,"12488",40,"JGR","11:59","11:59","00:00","00:00","1,1,1,1,1,1,1","240.00","8.53","272.36","NCR","PRYJ",NULL,"N",130,43140,43140,0,0
829917,"12488",41,"SB","12:04","12:04","00:00","00:00","1,1,1,1,1,1,1","225.00","7.84","280.20","NCR","PRYJ",NULL,"N",130,43440,43440,0,0
829917,"12488",42,"ETW","12:16","12:16","00:00","00:00","1,1,1,1,1,1,1","240.00","8.31","288.51","NCR","PRYJ",NULL,"N",130,44160,44160,0,0
829917,"12488",43,"EKL","12:24","12:24","00:00","00:00","1,1,1,1,1,1,1","315.00","9.96","298.47","NCR","PRYJ",NULL,"N",130,44640,44640,0,0
829917,"12488",44,"BNT","12:31","12:31","00:00","00:00","1,1,1,1,1,1,1","285.00","9.90","308.37","NCR","PRYJ",NULL,"N",130,45060,45060,0,0
829917,"12488",45,"SHW","12:36","12:36","00:00","00:00","1,1,1,1,1,1,1","300.00","10.47","318.84","NCR","PRYJ",NULL,"N",130,45360,45360,0,0
829917,"12488",46,"GHSR","12:37","12:37","00:00","00:00","1,1,1,1,1,1,1","105.00","3.68","322.52","NCR","PRYJ",NULL,"N",130,45465,45465,0,0
829917,"12488",47,"ULD","12:42","12:42","00:00","00:00","1,1,1,1,1,1,1","165.00","5.46","327.98","NCR","PRYJ",NULL,"N",130,45720,45720,0,0
829917,"12488",48,"PATA","12:48","12:48","00:00","00:00","1,1,1,1,1,1,1","240.00","8.29","336.27","NCR","PRYJ",NULL,"N",130,46080,46080,0,0
829917,"12488",49,"PHD","12:56","12:56","00:00","00:00","1,1,1,1,1,1,1","240.00","8.47","344.74","NCR","PRYJ",NULL,"N",130,46560,46560,0,0
829917,"12488",50,"KNS","13:02","13:02","00:00","00:00","1,1,1,1,1,1,1","255.00","8.95","353.69","NCR","PRYJ",NULL,"N",130,46920,46920,0,0
829917,"12488",51,"PJY","13:04","13:04","00:00","00:00","1,1,1,1,1,1,1","150.00","5.18","358.87","NCR","PRYJ",NULL,"N",130,47070,47070,0,0
829917,"12488",52,"JJK","13:08","13:08","00:00","00:00","1,1,1,1,1,1,1","165.00","5.87","364.74","NCR","PRYJ",NULL,"N",130,47280,47280,0,0
829917,"12488",53,"AAP","13:14","13:14","00:00","00:00","1,1,1,1,1,1,1","285.00","10.02","374.76","NCR","PRYJ",NULL,"N",130,47640,47640,0,0
829917,"12488",54,"RURA","13:18","13:18","00:00","00:00","1,1,1,1,1,1,1","255.00","8.81","383.57","NCR","PRYJ",NULL,"N",130,47895,47895,0,0
829917,"12488",55,"PTRA","13:20","13:20","00:00","00:00","1,1,1,1,1,1,1","150.00","3.82","387.39","NCR","PRYJ",NULL,"N",130,48045,48045,0,0
829917,"12488",56,"RMW","13:22","13:22","00:00","00:00","1,1,1,1,1,1,1","75.00","3.82","391.21","NCR","PRYJ",NULL,"N",130,48120,48120,0,0
829917,"12488",57,"MTO","13:24","13:24","00:00","00:00","1,1,1,1,1,1,1","120.00","4.05","395.26","NCR","PRYJ",NULL,"N",130,48240,48240,0,0
829917,"12488",58,"BPU","13:35","13:35","00:00","00:00","1,1,1,1,1,1,1","285.00","9.97","405.23","NCR","PRYJ",NULL,"N",130,48900,48900,0,0
829917,"12488",59,"PNKD","13:50","13:50","00:00","00:00","1,1,1,1,1,1,1","330.00","11.38","416.61","NCR","PRYJ",NULL,"N",130,49800,49800,0,0
829917,"12488",60,"GOY","13:54","13:54","00:00","00:00","1,1,1,1,1,1,1","240.00","7.40","424.01","NCR","PRYJ",NULL,"N",130,50040,50040,0,0
829917,"12488",61,"GMC","14:05","14:05","00:00","00:00","1,1,1,1,1,1,1","120.00","2.45","426.46","NCR","PRYJ",NULL,"N",110,50700,50700,0,0
829917,"12488",62,"CNB","14:30","14:20","14:15","14:10","1,1,1,1,1,1,1","300.00","1.40","427.86","NCR","PRYJ",NULL,"N",130,52200,51600,51300,51000
829917,"12488",63,"CNBI","14:40","14:40","00:00","00:00","1,1,1,1,1,1,1","480.00","3.92","431.78","NCR","PRYJ",NULL,"N",130,52800,52800,0,0
829917,"12488",64,"CHK","14:43","14:43","00:00","00:00","1,1,1,1,1,1,1","225.00","7.69","439.47","NCR","PRYJ",NULL,"N",130,53025,53025,0,0
829917,"12488",65,"RXM","14:45","14:45","00:00","00:00","1,1,1,1,1,1,1","120.00","4.25","443.72","NCR","PRYJ",NULL,"N",130,53145,53145,0,0
829917,"12488",66,"SSL","14:49","14:49","00:00","00:00","1,1,1,1,1,1,1","195.00","6.75","450.47","NCR","PRYJ",NULL,"N",130,53340,53340,0,0
829917,"12488",67,"PMPR","14:52","14:52","00:00","00:00","1,1,1,1,1,1,1","165.00","5.94","456.41","NCR","PRYJ",NULL,"N",130,53520,53520,0,0
829917,"12488",68,"KBN","14:55","14:55","00:00","00:00","1,1,1,1,1,1,1","150.00","5.27","461.68","NCR","PRYJ",NULL,"N",130,53700,53700,0,0
829917,"12488",69,"AUNG","14:58","14:58","00:00","00:00","1,1,1,1,1,1,1","195.00","6.61","468.29","NCR","PRYJ",NULL,"N",130,53895,53895,0,0
829917,"12488",70,"BKO","15:01","15:01","00:00","00:00","1,1,1,1,1,1,1","165.00","5.81","474.10","NCR","PRYJ",NULL,"N",130,54060,54060,0,0
829917,"12488",71,"KSQ","15:04","15:04","00:00","00:00","1,1,1,1,1,1,1","225.00","7.87","481.97","NCR","PRYJ",NULL,"N",130,54285,54285,0,0
